"U_ID","Transcription","Repair","Pair","Interlocutor","Task"
"17_120_Task","Vi plejer jo bare at svine dem til, altså",0,"17_120","ss_B","Task"
"17_120_Task","Vi kan også snakke om hvordan Jensen han underviser og sådan noget",0,"17_120","ss_B","Task"
"17_120_Task","Han står bare derude og lurer",0,"17_120","ss_A","Task"
"17_120_Task","Ja",0,"17_120","ss_B","Task"
"17_120_Task","Okay",0,"17_120","ss_B","Task"
"17_120_Task","Er det?",1,"17_120","ss_B","Task"
"17_120_Task","Åh gud",0,"17_120","ss_B","Task"
"17_120_Task","Ja",0,"17_120","ss_A","Task"
"17_120_Task","Du er sgu da god på bassen, hvor du står der (i Girls)",0,"17_120","ss_A","Task"
"17_120_Task","Altså fordi hun ikke ville kendes ved ham eller sådan noget",0,"17_120","ss_B","Task"
"17_120_Task","Ja",0,"17_120","ss_A","Task"
"17_120_Task","...snakke om",0,"17_120","ss_A","Task"
"17_120_Task","Tror du (den) siger beeb hvis vi siger fuck?",0,"17_120","ss_A","Task"
"17_120_Task","(Der kommer en)",0,"17_120","ss_A","Task"
"17_120_Task","Hvordan har de tænkt sig at lave det til et studie?",0,"17_120","ss_A","Task"
"17_120_Task","Jo",0,"17_120","ss_A","Task"
"17_120_Task","(Han skal bare) være sammen med sin bedste veninde i morgen, fuck jer",0,"17_120","ss_A","Task"
"17_120_Task","Alle hans bands og uh det er bare godt",0,"17_120","ss_B","Task"
"17_120_Task","Han har farvet sit hår sort, og så har han hår herned til",0,"17_120","ss_B","Task"
"17_120_Task","Det plejer at være Jonas i sådan en lækker tanktop der står bag ved den, og det er det ikke mere",0,"17_120","ss_B","Task"
"17_120_Task","Super",0,"17_120","ss_A","Task"
"17_120_Task","Så fandt jeg nogle på youtube",0,"17_120","ss_A","Task"
"17_120_Task","Mmh, det, sådan nogle ting går jo ikke op for mig, før jeg står der",0,"17_120","ss_A","Task"
"17_120_Task","Vi vil se ham live",0,"17_120","ss_A","Task"
"17_120_Task","Nå",0,"17_120","ss_A","Task"
"17_120_Task","haha. haha",0,"17_120","ss_B","Task"
"17_120_Task","Jeg håber virkelig han er der når vi kommer tilbage",0,"17_120","ss_A","Task"
"17_120_Task","Vi skal bare snakke. Det gør vi jo også nu.",0,"17_120","ss_A","Task"
"17_120_Task","Over hvad?",0,"17_120","ss_B","Task"
"17_120_Task","Det var mega fedt",0,"17_120","ss_B","Task"
"17_120_Task","Kristoffer",0,"17_120","ss_B","Task"
"17_120_Task","Åh fuck",0,"17_120","ss_A","Task"
"17_120_Task","Ja, du sover bare hos mig",0,"17_120","ss_B","Task"
"17_120_Task","Men det bliver jo helt vildt pinligt",0,"17_120","ss_A","Task"
"17_120_Task","Nå, jeg troede det var nogle andre billeder",0,"17_120","ss_A","Task"
"17_120_Task","Ja. Ja det tror jeg, sådan nogle uni-piger",0,"17_120","ss_A","Task"
"17_120_Task","Ja",0,"17_120","ss_A","Task"
"17_120_Task","Mine fødder lugter ikke så godt",0,"17_120","ss_B","Task"
"17_120_Task","(Det kan du bare gøre)",0,"17_120","ss_A","Task"
"17_120_Task","Jeg er sådan lidt bange for at komme ind på sådan nogle ting som vi plejer at snakke om",0,"17_120","ss_B","Task"
"17_120_Task","Jeg misunder dig virkelig",0,"17_120","ss_A","Task"
"17_120_Task","Ja, ja",0,"17_120","ss_A","Task"
"17_120_Task","Hvilken en?",0,"17_120","ss_A","Task"
"17_120_Task","Ja",0,"17_120","ss_B","Task"
"17_120_Task","Du aner ikke hvad jeg skal til at sige, gør du?",0,"17_120","ss_B","Task"
"17_120_Task","Ja. For helvede. Ja.",0,"17_120","ss_A","Task"
"17_120_Task","Ad fy for",0,"17_120","ss_A","Task"
"17_120_Task","Jo",0,"17_120","ss_B","Task"
"17_120_Task","Mm",0,"17_120","ss_B","Task"
"17_120_Task","Var det ham?",1,"17_120","ss_A","Task"
"17_120_Task","Skal PURT ikke også spille når vi skal spille den femte?",0,"17_120","ss_B","Task"
"17_120_Task","Så gør det da, det er kun ( )",0,"17_120","ss_A","Task"
"17_120_Task","Nå ja, jamen jeg synes Jensen han er en fantastisk lærer, den bedste nogensinde.",0,"17_120","ss_A","Task"
"17_120_Task","Det går godt, jeg fandt lige nogle fine billeder af ham i dag da han blev konfirmeret",0,"17_120","ss_B","Task"
"17_120_Task","Ja",0,"17_120","ss_B","Task"
"17_120_Task","Nej",0,"17_120","ss_A","Task"
"17_120_Task","Åh ha",0,"17_120","ss_A","Task"
"17_120_Task","Ja. Ja",0,"17_120","ss_A","Task"
"17_120_Task","Er det, hvad?",1,"17_120","ss_B","Task"
"17_120_Task","Fuck. Er du nervøs?",0,"17_120","ss_B","Task"
"17_120_Task","Ja",0,"17_120","ss_B","Task"
"17_120_Task","Men også når de kender dem begge to",0,"17_120","ss_B","Task"
"17_120_Task","Nå ja, ja",0,"17_120","ss_A","Task"
"17_120_Task","( ) nå, snack- snack",0,"17_120","ss_A","Task"
"17_120_Task","Nå ja, festen. Jeg så din snapchat, der i lørdags, ja. Hvordan var det?",0,"17_120","ss_A","Task"
"17_120_Task","Årh, Lars spyttede lige",0,"17_120","ss_A","Task"
"17_120_Task","Og cola",0,"17_120","ss_B","Task"
"17_120_Task","Åh fuck fuck fuck fuck fuck fuck.",0,"17_120","ss_A","Task"
"17_120_Task","Det er universitetet",0,"17_120","ss_A","Task"
"17_120_Task","Hvad? Nå ja du (var sammen med sxxx)",1,"17_120","ss_A","Task"
"17_120_Task","(dn dn dn) og så kom vi bagefter (doing)",0,"17_120","ss_A","Task"
"17_120_Task","Tror du det bliver holdt?",0,"17_120","ss_A","Task"
"17_120_Task","Nu har vi jo mega... mega gode sådan... Hvad fanden hedder sådan noget? Mega gode",0,"17_120","ss_B","Task"
"17_120_Task","Jeg håber (virkelig) vi er først. Jeg håber vi er først.",0,"17_120","ss_B","Task"
"17_120_Task","For så bliver vi sure og stopper vi aldrig og så har vi svinet alle i hele verden til lige pludselig (og sådan noget)",0,"17_120","ss_B","Task"
"17_120_Task","Og sådan noget",0,"17_120","ss_B","Task"
"17_120_Task","Okay (Per, Fisk og Christian i stedet)",0,"17_120","ss_A","Task"
"17_120_Task","Til sin konfirmation?",1,"17_120","ss_A","Task"
"17_120_Task","haha",0,"17_120","ss_A","Task"
"17_120_Task","Jeg (kunne) godt ryge en cigaret",0,"17_120","ss_B","Task"
"17_120_Task","Ja det er rigtigt. Det er fandme snyd at du var inde og se ham der. Jeg tager altså lige den her af.",0,"17_120","ss_A","Task"
"17_120_Task","Jeg håber han kan høre mig",0,"17_120","ss_A","Task"
"17_120_Task","Mmh. Ja",0,"17_120","ss_A","Task"
"17_120_Task","Hvor lang tid tror du vi har siddet her? Fem minutter? Vi skal snakke i en halv time. Hvorfor kan vi ikke bare snakke? Snakke snakke",0,"17_120","ss_A","Task"
"17_120_Task","Gud",0,"17_120","ss_B","Task"
"17_120_Task","Jeg havde engang en kæreste, der havde mistet noget af sin finger",0,"17_120","ss_B","Task"
"17_120_Task","(Skal vi) gøre det?",0,"17_120","ss_A","Task"
"17_120_Task","Tror du det?",0,"17_120","ss_B","Task"
"17_120_Task","Ej hvad skal vi s- hvad kan man..?",0,"17_120","ss_A","Task"
"17_120_Task","(xxx), hvordan skriver de det ned?",0,"17_120","ss_A","Task"
"17_120_Task","Over at han ikke fik lov til at komme med i videoen",0,"17_120","ss_A","Task"
"17_120_Task","Ja, men det var fordi, så begyndte jeg jo på det der med at (xxx get a room), og det er jo også rigtigt nok jo, jeg tænkte bare, du ved, sådan, for hele holdets skyld, fordi vi skal ligesom optræde på næste torsdag.",0,"17_120","ss_A","Task"
"17_120_Task","Men sådan... Nu kan vi rigtig sådan... Åh Jensen han er bare den bedste lærer og",0,"17_120","ss_B","Task"
"17_120_Task","Det ved jeg ikke",0,"17_120","ss_B","Task"
"17_120_Task","Ja, (for) satan",0,"17_120","ss_B","Task"
"17_120_Task","De der, hvad hedder de?",0,"17_120","ss_B","Task"
"17_120_Task","Ej (der må være et eller andet)",0,"17_120","ss_A","Task"
"17_120_Task","Åh gud",0,"17_120","ss_B","Task"
"17_120_Task","Beeb, bip bip bip bip",0,"17_120","ss_A","Task"
"17_120_Task","Åh",0,"17_120","ss_A","Task"
"17_120_Task","dyt dyt dyt, båt båt båt.",0,"17_120","ss_A","Task"
"17_120_Task","Jamen det var meget hyggeligt. Det var, ja..",0,"17_120","ss_B","Task"
"17_120_Task","Fik I det?",0,"17_120","ss_B","Task"
"17_120_Task","(De var) gode ( )",0,"17_120","ss_A","Task"
"17_120_Task","Mmh",0,"17_120","ss_A","Task"
"17_120_Task","Så drømte jeg fandme, at vi spillede den foran skolen, det var mega fedt",0,"17_120","ss_A","Task"
"17_120_Task","Nej",0,"17_120","ss_A","Task"
"17_120_Task","( )",0,"17_120","ss_A","Task"
"17_120_Task","(Så) kommer der lige sådan nogle mega gode nogen og mega seje ( ) og så skal vi spille bagefter",0,"17_120","ss_A","Task"
"17_120_Task","Holder sådan opdateringer, hvad der sker (du). Ja. Det er også bare fordi de ting, som vi så plejer at snakke om, det kan vi ikke øh gøre her",0,"17_120","ss_A","Task"
"17_120_Task","Venstre",0,"17_120","ss_B","Task"
"17_120_Task","Det er kun",0,"17_120","ss_B","Task"
"17_120_Task","Den her",0,"17_120","ss_B","Task"
"17_120_Task","Ja ja, (men) vi snakker jo ikke rigtig om noget, vi snakker kun om hvor akavet det er og.",0,"17_120","ss_B","Task"
"17_120_Task","(Åh nej)",0,"17_120","ss_A","Task"
"17_120_Task","Hvad var det nu for en sang det var?",0,"17_120","ss_A","Task"
"17_120_Task","Ja, og så er de sådan firkantede",0,"17_120","ss_B","Task"
"17_120_Task","Jamen det ved jeg ikke, men vi plejer jo sådan, ej jeg er bange for at der er nogen der kan høre os, nu er det sådan, nu bliver det filmet",0,"17_120","ss_B","Task"
"17_120_Task","Tror du det er nogle saftige damer Jensen han går på hold med?",0,"17_120","ss_B","Task"
"17_120_Task","Han prøvede lige øh at lære mig om sådan noget med takter og sådan noget",0,"17_120","ss_B","Task"
"17_120_Task","Og så havde han sådan nogle kæmpe briller på, det ser fucking sjovt ud",0,"17_120","ss_B","Task"
"17_120_Task","Ej, det går overhovedet ikke. Og vi ødelægger hele deres projekt jo. Og det er jo ikke særlig godt. Og jeg har- jeg har allerede mega dårlig samvittighed over det her, at at det var os der sagde ja.",0,"17_120","ss_B","Task"
"17_120_Task","Mmh",0,"17_120","ss_A","Task"
"17_120_Task","Har du se- Har du set nogle af de gamle billeder Morten også har?",0,"17_120","ss_A","Task"
"17_120_Task","Det er altså mærkeligt",0,"17_120","ss_A","Task"
"17_120_Task","Årh, hvilken chips?",0,"17_120","ss_A","Task"
"17_120_Task","At du kan spille på alting, også den der trompet-ting der, det var også satme",0,"17_120","ss_A","Task"
"17_120_Task","Hvis du ikke skal være sammen med Jonas. Nej, det er hverdag",0,"17_120","ss_A","Task"
"17_120_Task","Nå ja, hvis man bander?",0,"17_120","ss_B","Task"
"17_120_Task","Ja",0,"17_120","ss_B","Task"
"17_120_Task","Det (er altså heller ikke) særlig lækkert når (xxx). Ej. (Så det)",0,"17_120","ss_B","Task"
"17_120_Task","Der var sådan en lille negl ude på",0,"17_120","ss_B","Task"
"17_120_Task","Også i dag, jeg blev overrasket, nu får de lige allesammen det at vide jeg blev overrasket over, fordi vi sad i det der fælles-noget og så s- når han sidder med sin håndså hans en- så hans lillefinger, den sidder her der, og så er den sådan skæv, og jeg blev bare mega flov over at lillefingeren sad derude, så var jeg sådan, ej kan du ikke lige få den sådan lidt tilbage? Hvad fanden er det for noget at øh (blive) sådan flov over? Så pressede jeg hans finger ind, men den gad ikke blive der, den popper sådan ud igen",0,"17_120","ss_A","Task"
"17_120_Task","(Åh, hvad hed han?)",0,"17_120","ss_A","Task"
"17_120_Task","Ej, gjorde hun?",1,"17_120","ss_A","Task"
"17_120_Task","Det ved jeg ikke",0,"17_120","ss_B","Task"
"17_120_Task","Nej det kan vi ikke",0,"17_120","ss_A","Task"
"17_120_Task","På trommer?",1,"17_120","ss_A","Task"
"17_120_Task","Ej, åh ja",0,"17_120","ss_A","Task"
"17_120_Task","Jeg havde en drøm. Du ved godt, de der (you shoot me all I know) ikke også?",0,"17_120","ss_A","Task"
"17_120_Task","Og jeg har chips inde i min taske, den ligger lige derinde",0,"17_120","ss_B","Task"
"17_120_Task","Ej, det er selvfølgelig også noget anden end universitetet, (man kan gå på).",0,"17_120","ss_A","Task"
"17_120_Task","Jeg tror han blev lidt fornærmet (Martin). Eller han blev fornærmet",0,"17_120","ss_A","Task"
"17_120_Task","Ja",0,"17_120","ss_A","Task"
"17_120_Task","Gjorde han?",1,"17_120","ss_B","Task"
"17_120_Task","For jeg har ikke nogen penge. (Det håber jeg altså ikke vi skal.)",0,"17_120","ss_A","Task"
"17_120_Task","Jeg bliver altid så trist når jeg ser den",0,"17_120","ss_B","Task"
"17_120_Task","Ej",0,"17_120","ss_A","Task"
"17_120_Task","Den er altså også bare syg",0,"17_120","ss_B","Task"
"17_120_Task","Nå det var godt",0,"17_120","ss_A","Task"
"17_120_Task","(Det var) virkelig snyd, men jeg var inde sådan og stalke hans facebook, for jeg skulle lige se, om jeg kunne finde nogle videoer",0,"17_120","ss_A","Task"
"17_120_Task","Så",0,"17_120","ss_A","Task"
"17_120_Task","Det er fucking uhyggeligt",0,"17_120","ss_B","Task"
"17_120_Task","Ej. Yes.",0,"17_120","ss_B","Task"
"17_122_Task","xxx den almindelige",0,"17_122","BE","Task"
"17_122_Task","og så øh",0,"17_122","MA","Task"
"17_122_Task","nej, nej ikke endnu, men det kan være at skal jeg (ske) at gøre det altså",0,"17_122","BE","Task"
"17_122_Task","det der det kunne godt ligne øh Johannes navn ikke?",0,"17_122","SE","Task"
"17_122_Task","altså igen de er bare ikke ret dybdegående, de må da have en masse som vi ikke har så",0,"17_122","SE","Task"
"17_122_Task","xxx",0,"17_122","SE","Task"
"17_122_Task","men altså, hvad fik du købt derinde så?",0,"17_122","SE","Task"
"17_122_Task","(hey) spørg om alle de der",0,"17_122","KK","Task"
"17_122_Task","jamen altså, jeg var ovre og se de a de koncert jo",0,"17_122","KK","Task"
"17_122_Task","ja hvor, ja hvor er (de ting) der fylder noget",0,"17_122","KK","Task"
"17_122_Task","Nej fordi at det var en aftalt tur til Ikea",0,"17_122","KK","Task"
"17_122_Task","eller hvad?",0,"17_122","SE","Task"
"17_122_Task","(Har Tanja) boet på lige nøjagtig det hotel der",0,"17_122","MA","Task"
"17_122_Task","mmm",0,"17_122","SE","Task"
"17_122_Task","så han siger Flemming hele tiden",0,"17_122","SE","Task"
"17_122_Task","øhm",0,"17_122","KK","Task"
"17_122_Task","det er sådan en Nørrebro tatovering",0,"17_122","SE","Task"
"17_122_Task","råd til skatteministeriet",0,"17_122","MA","Task"
"17_122_Task","ja",0,"17_122","MA","Task"
"17_122_Task","ja",0,"17_122","MA","Task"
"17_122_Task","xxx sjovt især det der med Hans oppe i klassen, så, vi har streget øh Hans ud",0,"17_122","SE","Task"
"17_122_Task","også lige da vi fortalte det at hun hedder Sutten, nej jeg gør ikke",0,"17_122","SE","Task"
"17_122_Task","nå men xxx",0,"17_122","BE","Task"
"17_122_Task","jeg tror da Tanja hun bruger sine weekender på at brænde biler af og",0,"17_122","MA","Task"
"17_122_Task","nå (okay)",0,"17_122","UK","Task"
"17_122_Task","jeg tror måske jeg skal gå ned og købe øh bogen i dag",0,"17_122","MA","Task"
"17_122_Task","det var livet",0,"17_122","SE","Task"
"17_122_Task","i stedet for klokken halv fem",0,"17_122","BE","Task"
"17_122_Task","Super",0,"17_122","MA","Task"
"17_122_Task","ja, fordi det er det bedste sted, og det passer meget godt med hver sjette uge det også der vi besøger mine forældre",0,"17_122","KK","Task"
"17_122_Task","ja, hold kæft mand",0,"17_122","SE","Task"
"17_122_Task","nej",0,"17_122","KK","Task"
"17_122_Task","hurra",0,"17_122","MA","Task"
"17_122_Task","nej den, den er hurtig overstået",0,"17_122","MA","Task"
"17_122_Task","det er også derfor jeg kører derover, fordi herover altså hvis man skal have sådan en almindelig hundeklipper ting, ikke?",0,"17_122","KK","Task"
"17_122_Task","ja Bent xxx",0,"17_122","KK","Task"
"17_122_Task","altså at jeg kun siger noget andet det da bare fordi jeg ikke orker det hele jo",0,"17_122","KK","Task"
"17_122_Task","det jo ikke særlig fedt xxx grænser",0,"17_122","MA","Task"
"17_122_Task","nu har de så sådan et skud lige her i armen",0,"17_122","MA","Task"
"17_122_Task","de har ikke brugt xxx",0,"17_122","BE","Task"
"17_122_Task","anden gang han spørger jamen jeg hedder, hvad vil du helst hedde og det bliver han ved med at spørge om hver eneste time",0,"17_122","KK","Task"
"17_122_Task","i forhold til vores også igen",0,"17_122","SE","Task"
"17_122_Task","ja det tænker jeg da også",0,"17_122","SE","Task"
"17_122_Task","gider du lige tage xxx",0,"17_122","BE","Task"
"17_122_Task","ja",0,"17_122","MA","Task"
"17_122_Task","Det høres",0,"17_122","MA","Task"
"17_122_Task","altså bussen skal, bussen skal køre klokken fem",0,"17_122","KK","Task"
"17_122_Task","ja",0,"17_122","MA","Task"
"17_122_Task","Rucki",0,"17_122","MA","Task"
"17_122_Task","xxx",0,"17_122","SE","Task"
"17_122_Task","eller xxx",0,"17_122","MA","Task"
"17_122_Task","så er det lige sindssygt man skal være på skolen halv fem når man først er deroppe klokken fem",0,"17_122","BE","Task"
"17_122_Task","har vi fået statistikaflevering eller hvad?",0,"17_122","KK","Task"
"17_122_Task","Hans",0,"17_122","SE","Task"
"17_122_Task","men øh altså alle mine nipsting dem er jeg meget glad for",0,"17_122","KK","Task"
"17_122_Task","det er s-,  må man ikke",0,"17_122","KK","Task"
"17_122_Task","ellers skal der være ro klokken toogtyve og der må ikke ryges eller drikkes og medbragt, hvorfor må man ikke det?",0,"17_122","SE","Task"
"17_122_Task","nå ja, det er rigtig",0,"17_122","SE","Task"
"17_122_Task","ej men det var mig der har spurgt min xxx, hvornår skal vi så være der, for jeg havde egentlig først sagt bare kvart i, jeg tænkte folk godt kunne finde ud af det ikke?",0,"17_122","KK","Task"
"17_122_Task","Det jo den i kan lide xxx",0,"17_122","SE","Task"
"17_122_Task","xxx",0,"17_122","SE","Task"
"17_122_Task","ja hvor er det?",0,"17_122","KK","Task"
"17_122_Task","den er godt nok kort den her omgang",0,"17_122","SE","Task"
"17_122_Task","men det godt nok tohundredeogtres (så sparer du transport) så får du den",0,"17_122","SE","Task"
"17_122_Task","så er bussen kørt Martin",0,"17_122","KK","Task"
"17_122_Task","han ligner lidt xxx",0,"17_122","SE","Task"
"17_122_Task","nej, det var hun ikke",0,"17_122","MA","Task"
"17_122_Task","uha, må vi ikke lige låne din xxx computer egentlig?",0,"17_122","SE","Task"
"17_122_Task","xxx",0,"17_122","BE","Task"
"17_122_Task","ja, de har prøvet, at gøre det xxx spørgeskema i hovedtræk",0,"17_122","SE","Task"
"17_122_Task","ja ja",0,"17_122","BE","Task"
"17_122_Task","ja, men (det) er ellers flot, altså, der står sådan noget kodning af data, det er jo en  spændende overskrift eller sådan noget i den stil der xxx",0,"17_122","SE","Task"
"17_122_Task","jo",0,"17_122","BE","Task"
"17_122_Task","det er jo også fordi de ikke kan formå at afgrænse sig jo",0,"17_122","SE","Task"
"17_122_Task","ku xxx",0,"17_122","BE","Task"
"17_122_Task","hold da op, xxx",0,"17_122","SE","Task"
"17_122_Task","ja",0,"17_122","MA","Task"
"17_122_Task","xxx",0,"17_122","MA","Task"
"17_122_Task","fordi så kan vi lige nå at blive færdige med den, så I kan lave den hjemme",0,"17_122","SE","Task"
"17_122_Task","nej selvfølgelig må du ikke det men det gør man da bare",0,"17_122","MA","Task"
"17_122_Task","ja",0,"17_122","KK","Task"
"17_122_Task","Nørrebro tatovering, de har den alle sammen efterhånden",0,"17_122","MA","Task"
"17_122_Task","Nå, nu  kører vi lige til Sjælland ja, det skal du ikke tænke på",0,"17_122","MA","Task"
"17_122_Task","det er alle dine fordomme",0,"17_122","MA","Task"
"17_122_Task","grænsehandel?",1,"17_122","MA","Task"
"17_122_Task","ja",0,"17_122","MA","Task"
"17_122_Task","ja at blive klippet",0,"17_122","KK","Task"
"17_122_Task","spurgte du Tanja?",1,"17_122","SE","Task"
"17_122_Task","husk at vi skal aflevere afleveringen til på torsdag",0,"17_122","SE","Task"
"17_122_Task","i gamle dage da var det Amager tatoveringen, det var sådan nummerpladen dernede, den sad lige over lænden",0,"17_122","MA","Task"
"17_122_Task","så vi lige kan se øh",0,"17_122","SE","Task"
"17_122_Task","det er svært, det er sådan xxx er lidt forvirret nogen gange",0,"17_122","SE","Task"
"17_122_Task","ja men det også igen vores er måske lidt mere tekst i forhold til",0,"17_122","SE","Task"
"17_122_Task","hun sagde at det var rimelig nederen",0,"17_122","SE","Task"
"17_122_Task","hja",0,"17_122","MA","Task"
"17_122_Task","Vi var i Ikea",0,"17_122","KK","Task"
"17_122_Task","hvor er den henne, er det den",0,"17_122","SE","Task"
"17_122_Task","xxx folk bare finde ud af det, ikke?",0,"17_122","SE","Task"
"17_122_Task","xx jeg forstår ikke at man må vide så lidt, når man laver det Bent gør",0,"17_122","MA","Task"
"17_122_Task","(ingen spørgsmål)",0,"17_122","KK","Task"
"17_122_Task","xxx",0,"17_122","SE","Task"
"17_122_Task","Hvad lavede du i Sjælland",0,"17_122","SE","Task"
"17_122_Task","det er mandag fandme",0,"17_122","SE","Task"
"17_122_Task","vi købte sådan en stor skænk som står derhjemme som står derhjemme i stuen",0,"17_122","KK","Task"
"17_122_Task","nej nej",0,"17_122","KK","Task"
"17_122_Task","køre",0,"17_122","KK","Task"
"17_122_Task","til gengæld så, jeg har en fordel mere",0,"17_122","MA","Task"
"17_122_Task","jo men nå men, vi prøver lige at kigge, altså det xxx",0,"17_122","SE","Task"
"17_122_Task","xxx",0,"17_122","SE","Task"
"17_122_Task","kan du ikke bare skrive det oppe i søgeord",0,"17_122","MA","Task"
"17_122_Task","det er helt sikkert jeg kommer traskende kvart over fem",0,"17_122","MA","Task"
"17_122_Task","Orv, skal jeg virkelig remse alt det op, for vi fik godt nok købt meget",0,"17_122","KK","Task"
"17_122_Task","men det er jo rundt",0,"17_122","KK","Task"
"17_122_Task","Ricki",0,"17_122","SE","Task"
"17_122_Task","xxx",0,"17_122","MA","Task"
"17_122_Task","er det rigtig?",0,"17_122","KK","Task"
"17_122_Task","ja ja",0,"17_122","MA","Task"
"17_122_Task","xxx",0,"17_122","SE","Task"
"17_122_Task","det tror jeg også",0,"17_122","MA","Task"
"17_122_Task","de spiller tennis inde ved siden af",0,"17_122","SE","Task"
"17_122_Task","ja ja, de tror det en retarderet de skal sidde og sende opgave til",0,"17_122","SE","Task"
"17_122_Task","er det på Sjælland?",0,"17_122","MA","Task"
"17_122_Task","Åh de har lavet de der smarte nogen",0,"17_122","KK","Task"
"17_122_Task","rigtig familieudflugt",0,"17_122","BE","Task"
"17_122_Task","i Sjælland xxx",0,"17_122","SE","Task"
"17_122_Task","sådan er det",0,"17_122","MA","Task"
"17_122_Task","Ja",0,"17_122","MA","Task"
"17_122_Task","der må vi jo drikke, og de lukker, jeg snakkede med Tanja og hun sagde de lukkede bare når de- altså når de ikke synes der var folk der xxx",0,"17_122","KK","Task"
"17_122_Task","det er et (skud)",0,"17_122","SE","Task"
"17_122_Task","det er da super",0,"17_122","SE","Task"
"17_122_Task","ej men der er da ikke noget i det der der er værre",0,"17_122","KK","Task"
"17_122_Task","ja det jeg godt klar over at det",0,"17_122","KK","Task"
"17_122_Task","de har lavet dem lækre",0,"17_122","MA","Task"
"17_122_Task","hun bruger slet ikke sådan en der",0,"17_122","KK","Task"
"17_122_Task","nej hun bliver håndklippet simpelthen med saks over det hele",0,"17_122","KK","Task"
"17_122_Task","i hvert fald leverede han (lang snak)",0,"17_122","SE","Task"
"17_122_Task","nej det han jo ikke",0,"17_122","MA","Task"
"17_122_Task","mmm",0,"17_122","MA","Task"
"17_122_Task","han er rigtig s- trænet og store tatoveringer og",0,"17_122","SE","Task"
"17_122_Task","så koster det sekshundrede kroner at få klippet det der lille kræ der ikke?",0,"17_122","KK","Task"
"17_122_Task","(de andres) opgave (de skal lave)",0,"17_122","K1","Task"
"17_122_Task","ja, og så øh",0,"17_122","SE","Task"
"17_122_Task","sådan en rigtig romantisk weekend",0,"17_122","MA","Task"
"17_122_Task","prøv og hør her xxx ra- så sidder han der og bliver interviewet i hans skjorte og hans små briller og så han bare helt vildt sød",0,"17_122","KK","Task"
"17_122_Task","det er da nogen store ting vi har købt jo",0,"17_122","KK","Task"
"17_122_Task","det er nok på Sjælland",0,"17_122","BE","Task"
"17_122_Task","xxx",0,"17_122","MA","Task"
"17_122_Task","fordi det er det bedste sted",1,"17_122","MA","Task"
"17_122_Task","jeg bruger skraberen",0,"17_122","MA","Task"
"17_122_Task","nej",0,"17_122","KK","Task"
"17_122_Task","ja",0,"17_122","KK","Task"
"17_122_Task","mmm",0,"17_122","KK","Task"
"17_122_Task","det værste er bare det der med at når med Bent så det sådan ej også hende Susanne xxx fiktiv, der var selvfølgelig (lille) superpigen Johanne, så siger Susanne, nå nu skal I ikke skrive noget ned eller sidde og prøve at lave opgave samtidig med at nu gennemgår jeg lige oppe på tavlen",0,"17_122","SE","Task"
"17_122_Task","ja",0,"17_122","SE","Task"
"17_122_Task","nej",0,"17_122","KK","Task"
"17_122_Task","hvordan får man en skænk ind i en mini",0,"17_122","MA","Task"
"17_122_Task","jeg hedder Sot jo",0,"17_122","KK","Task"
"17_122_Task","så øh har (i) jura i første time eller hvad?",0,"17_122","MA","Task"
"17_122_Task","nå men det er jo det vigtige xxx var så onde ved",0,"17_122","KK","Task"
"17_122_Task","det kan den sgu da ikke lide",0,"17_122","MA","Task"
"17_122_Task","alt i alt",0,"17_122","SE","Task"
"17_122_Task","ja",0,"17_122","SE","Task"
"17_122_Task","ja",0,"17_122","SE","Task"
"17_122_Task","og de skal have rene håndklæder",0,"17_122","SE","Task"
"17_122_Task","de har konklusion på side, hvad side er det her?",0,"17_122","MA","Task"
"17_122_Task","kan du se øh grafisk lydtårn",0,"17_122","SE","Task"
"17_122_Task","(ad hvad er det?)",0,"17_122","KK","Task"
"17_122_Task","jamen prøv lige og vent, jeg skal lige",0,"17_122","MA","Task"
"17_122_Task","oppe i toppen der",0,"17_122","BE","Task"
"17_122_Task","ja",0,"17_122","MA","Task"
"17_122_Task","Jamen udover det, hvad har du så lavet?",0,"17_122","SE","Task"
"17_122_Task","altså det var oss lidt af en udfordring vil jeg gerne indrømme",0,"17_122","KK","Task"
"17_122_Task","så  halv  fem",0,"17_122","KK","Task"
"17_122_Task","hhhhh så lige xxx",0,"17_122","MA","Task"
"17_122_Task","hvad?",1,"17_122","KK","Task"
"17_122_Task","okay",0,"17_122","MA","Task"
"17_122_Task","Hvad lavede du øh",0,"17_122","SE","Task"
"17_122_Task","ja det tror jeg",0,"17_122","KK","Task"
"17_122_Task","det så det xxx",0,"17_122","SE","Task"
"17_122_Task","mmh",0,"17_122","KK","Task"
"17_122_Task","Nej",0,"17_122","MA","Task"
"17_122_Task","nå nå",0,"17_122","SE","Task"
"17_122_Task","ja hvordan skal man løse den? hvad kigger de på?",0,"17_122","BE","Task"
"17_122_Task","jamen vi har jo ikk haft inde og haft noget med det der for eksempel (jo)",0,"17_122","KK","Task"
"17_122_Task","hvorfor?",0,"17_122","MA","Task"
"17_122_Task","(ja det kan godt ske)",0,"17_122","BE","Task"
"17_122_Task","det var det garanteret",0,"17_122","MA","Task"
"17_122_Task","det er side nitten",0,"17_122","SE","Task"
"17_122_Task","xxx",0,"17_122","MA","Task"
"17_122_Task","jeg har læst noget (af det)",0,"17_122","BE","Task"
"17_122_Task","jo",0,"17_122","BE","Task"
